키워드,언론사,기사명,날짜,URL
이투데이,"소비자심리 코로나19 넘어 회복세 3년5개월 최고, 기대인플레 또 올라 2.3%",2021.06.24.,https://www.etoday.co.kr/news/view/2038410,코로나 생활지표
청년일보,"[코로나19 극복]전국 확진자 발생 현황...홍대모임, 원어민 강사發 집단감염 ...",2021.06.25.,http://www.youthdaily.co.kr/news/article.html?no=74911,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...델타변이 수도권 확산 '초읽기',2021.07.02.,http://www.youthdaily.co.kr/news/article.html?no=75494,코로나 생활지표
메디컬월드뉴스,6월 29일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.06.29.,http://medicalworldnews.co.kr/news/view.php?idx=1510943149,코로나 생활지표
톱스타뉴스,코로나19 확진자 오늘 500명 안팎…오늘부터 30세 미만 미접종자 백신 사전예...,2021.06.28.,http://www.topstarnews.net/news/articleView.html?idxno=14610053,코로나 생활지표
부산제일경제,[코로나19 부산브리핑] 6월 25일 질의응답,2021.06.25.,https://www.busaneconomy.com/news/articleView.html?idxno=248586,코로나 생활지표
국민일보,체감경기 코로나19 이전 회복했지만… 서울시민 ‘사회경제적 지위’ 만족감은...,2021.06.28.,http://news.kmib.co.kr/article/view.asp?arcid=0015995848&code=61121111&cp=nv,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 826명, 3차 대유행후 176일만에 최다... 양...",2021.07.02.,http://www.getnews.co.kr/news/articleView.html?idxno=538260,코로나 생활지표
뉴스1,"""138명 중 105명 치료 해제""…경기 코로나 경증 환자 자가치료 성과",2021.06.28.,https://www.news1.kr/articles/?4352468,코로나 생활지표
서울경제,[현정택의 세상보기] 물가가 심상찮다,2021-09-30,https://www.sedaily.com/NewsView/22RNYT4VCB,코로나 생활지표
교수신문,"경복대, 학생중심·학생맞춤형 빅데이터 기반 '학생성공' 모델 구축",2021-10-01,http://www.kyosu.net/news/articleView.html?idxno=77612,코로나 생활지표
메디칼업저버,코로나로 병원 발길 줄었다...산부인과의 매출 급증 이유는?,2021.06.23.,http://www.monews.co.kr/news/articleView.html?idxno=305067,코로나 생활지표
메디컬월드뉴스,6월 28일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.06.28.,http://medicalworldnews.co.kr/news/view.php?idx=1510943115,코로나 생활지표
더게임스데일리,포스트 코로나19 시대 게임업계 변화 고민 커져,2021.06.26.,http://www.tgdaily.co.kr/news/articleView.html?idxno=309762,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 762명, 이틀째 700명대…백신 접종률은 29.9%",2021.07.01.,http://www.topstarnews.net/news/articleView.html?idxno=14611017,코로나 생활지표
뉴스1,"코로나 이후 변화는?…통계청, '국민 삶의 질 측정' 포럼 개최",2021.06.24.,https://www.news1.kr/articles/?4349300,코로나 생활지표
스포츠경향,"‘코로나19 재난지원금’ 언제, 얼마 받나?",2021.07.01.,http://sports.khan.co.kr/news/sk_index.html?art_id=202107011653003&sec_id=564001&pt=nv,코로나 생활지표
기호일보,"하남시, '2040년 하남 도시기본계획(안)' 공청회 7일 개최 예정",2021-10-05,http://www.kihoilbo.co.kr/news/articleView.html?idxno=948126,코로나 생활지표
EBS,"코로나 여파에 학교 생활 '불만'‥""신종 질병 불안해""",2021.05.25.,http://news.ebs.co.kr/ebsnews/allView/60047198/N,코로나 생활지표
기호일보,"하남시, '2040년 하남 도시기본계획(안)' 공청회 7일 개최 예정",2021-10-05,http://www.kihoilbo.co.kr/news/articleView.html?idxno=948126,코로나 생활지표
EBS,"코로나 여파에 학교 생활 '불만'‥""신종 질병 불안해""",2021.05.25.,http://news.ebs.co.kr/ebsnews/allView/60047198/N,코로나 생활지표
한겨레,"서울시 소비자태도지수, 코로나19 뒤 첫 90선 회복",2021.06.28.,https://www.hani.co.kr/arti/area/capital/1001171.html,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 794명, 68일만에 최다…백신 접종률은 29.8%",2021.06.30.,http://www.topstarnews.net/news/articleView.html?idxno=14610783,코로나 생활지표
뉴스프리존,[국내 코로나19 현황] 일 평균환자 444.4명으로 전주 대비(15.2%) 79.9명 감소,2021.06.20.,http://www.newsfreezone.co.kr/news/articleView.html?idxno=322055,코로나 생활지표
뉴시스,"""코로나, 삶의 질에 미친 영향은""…통계청, 온라인 포럼 열어",2021.06.24.,http://www.newsis.com/view/?id=NISX20210624_0001488400&cID=10401&pID=10400,코로나 생활지표
서울경제,"'코로나19 방역 총괄' 윤태호 반장 ""일상·방역 두 마리 토끼, 국민 덕분에 잡...",2021.06.24.,https://www.sedaily.com/NewsView/22NRGKWPRL,코로나 생활지표
아시아타임즈,순조로운 코로나 백신접종…소비심리 '만개',2021.06.24.,https://www.asiatime.co.kr/article/20210623500372,코로나 생활지표
톱스타뉴스,코로나19 확진자 오늘 800명 안팎…수도권 확산세 속 내일부터 새 거리두기 시...,2021.06.30.,http://www.topstarnews.net/news/articleView.html?idxno=14610731,코로나 생활지표
뉴스엔,"'아무튼 출근' 가발 디자이너→신약 개발 연구원까지, 신선한 재미 전달",2021-09-30,https://www.newsen.com/news_view.php?uid=202109291651220010,코로나 생활지표
톱스타뉴스,코로나19 확진자 오늘 800명 안팎…수도권 확산세 속 내일부터 새 거리두기 시...,2021.06.30.,http://www.topstarnews.net/news/articleView.html?idxno=14610731,코로나 생활지표
뉴스엔,"'아무튼 출근' 가발 디자이너→신약 개발 연구원까지, 신선한 재미 전달",2021-09-30,https://www.newsen.com/news_view.php?uid=202109291651220010,코로나 생활지표
금강일보,경제지표 회복세라는데…체감은 '아직',2021.06.03.,http://www.ggilbo.com/news/articleView.html?idxno=850828,코로나 생활지표
톱스타뉴스,코로나19 신규확진자 595명…백신 접종률 29.8%,2021.06.29.,http://www.topstarnews.net/news/articleView.html?idxno=14610417,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 595명, 월요일 확진자 '3차유행' 후 최다.....",2021.06.29.,http://www.getnews.co.kr/news/articleView.html?idxno=537593,코로나 생활지표
이뉴스투데이,"영월군, 비대면 생활 속 걷기 '영월아, 걷자' 운영",2021.06.28.,http://www.enewstoday.co.kr/news/articleView.html?idxno=1491229,코로나 생활지표
YTN,코로나 4차 유행에도 소비심리 3개월 만에 반등,2021.09.28.,https://www.ytn.co.kr/_ln/0102_202109280822388136,코로나 생활지표
조선비즈,[주간증시전망] ‘노 마스크’ 기대감에 소비재 주목...제조업 지표·OPEC 회...,2021.05.30.,https://biz.chosun.com/stock/stock_general/2021/05/30/7PSFSWMEHZGDNLRFYQQJWPKJOM/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 생활지표
경향신문,“코로나 방역 위해 뼈를 갈아 넣어 일했죠”…부산대 교수 복귀하는 윤태호 ...,A21면 TOP,https://www.khan.co.kr/national/health-welfare/article/202106241726001,코로나 생활지표
시사저널이코노미,"호실적 달리는 시중은행, 1조 '코로나 충당금' 환입 언제?",2021.06.28.,http://www.sisajournal-e.com/news/articleView.html?idxno=233639,코로나 생활지표
뉴스워치,"[워치칼럼] 장마와 코로나 정책의 순환, 모두 불안하다",2021.06.28.,http://www.newswatch.kr/news/articleView.html?idxno=55470,코로나 생활지표
프라임경제,[이BIO] 대웅제약·JW크레아젠·대원제약 외,2021.09.27.,http://www.newsprime.co.kr/news/article.html?no=553242,코로나 생활지표
세계일보,코로나19 전파력 0.99로 상승…확진자 전주 비교 10% 이상 증가,2021.06.28.,http://www.segye.com/content/html/2021/06/28/20210628501991.html?OutUrl=naver,코로나 생활지표
한겨레,대전 교회발 코로나19는 변종…누적 확진자는 세종 포함 66명,2021.06.23.,http://www.hani.co.kr/arti/area/chungcheong/1000553.html,코로나 생활지표
아시아경제,코로나 신규확진 이틀째 500명대…생활방역 전국 곳곳 구멍,2021.05.29.,https://view.asiae.co.kr/article/2021052910004982886,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 634명, 사흘 연속 600명대... 양성률 2.28%",2021.06.25.,http://www.getnews.co.kr/news/articleView.html?idxno=537109,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...원어민 강사발發 집단감염 누적 109...,2021.06.27.,http://www.youthdaily.co.kr/news/article.html?no=74966,코로나 생활지표
헤럴드경제,"코로나19 전파력 0.99로 상승…""의심증상 무시 말고 검사받아야""",2021.06.27.,http://news.heraldcorp.com/view.php?ud=20210627000204,코로나 생활지표
위클리오늘,"[위클리오늘] 고조되는 경기회복 기대감, ""소비심리 코로나19 이전 상회""",2021.06.24.,http://www.weeklytoday.com/news/articleView.html?idxno=379017,코로나 생활지표
미주중앙일보,코로나의 최후 일격? ‘델타 변이’ 심상찮다,2021.06.22.,http://www.koreadaily.com/news/read.asp?art_id=9465946,코로나 생활지표
에너지경제,주말에도 전국 코로나19 확산세 계속...신규확진 614명 기록,2021.06.27.,https://www.ekn.kr/web/view.php?key=20210627010005022,코로나 생활지표
매일경제,[세상사는 이야기] 대학도 변해야 한다,A27면 TOP,http://news.mk.co.kr/newsRead.php?no=936276&year=2021,코로나 생활지표
경인일보,'취업에 강한대학' 서정대학교,2021-09-30,http://www.kyeongin.com/main/view.php?key=20210929010004679,코로나 생활지표
전남매일,광주·전남 ‘코로나19 쇼크’ 벗어나나,2021.06.24.,http://www.jndn.com/article.php?aid=1624523152319052004,코로나 생활지표
부산제일경제,코로나 이후 '보복소비' 현실화되나…부산 소비자 심리지수 상승세 지속,2021.06.24.,https://www.busaneconomy.com/news/articleView.html?idxno=248458,코로나 생활지표
글로벌이코노믹,"코로나발 재택근무, 승자 30~40대....패자는 신입사원",2021.06.21.,http://www.g-enews.com/ko-kr/news/article/news_all/2021062114013778659a1f309431_1/article.html,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 634명, 사흘 연속 600명대…'델타 변이' 새 변수로",2021.06.25.,http://www.topstarnews.net/news/articleView.html?idxno=14609654,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 668명, 나흘째 600명대…백신 1차 접종률 29.7%",2021.06.26.,http://www.topstarnews.net/news/articleView.html?idxno=14609868,코로나 생활지표
이투데이,코로나 신규확진 668명…나흘째 600명대 유지,2021.06.26.,https://www.etoday.co.kr/news/view/2039169,코로나 생활지표
톱스타뉴스,코로나19 확진자 오늘도 600명대…7월 시행 새 사회적거리두기 지역별 단계 내...,2021.06.26.,http://www.topstarnews.net/news/articleView.html?idxno=14609836,코로나 생활지표
이투데이,코로나 신규확진 668명…나흘째 600명대 유지,2021.06.26.,https://www.etoday.co.kr/news/view/2039169,코로나 생활지표
톱스타뉴스,코로나19 확진자 오늘도 600명대…7월 시행 새 사회적거리두기 지역별 단계 내...,2021.06.26.,http://www.topstarnews.net/news/articleView.html?idxno=14609836,코로나 생활지표
파이낸셜뉴스,美 경제 코로나 이전 '정상' 수준 회복 불가능성 제기,2021.06.21.,http://www.fnnews.com/news/202106211329015714,코로나 생활지표
경인매일,"양주시, 2020년 지역사회 건강조사… 걷기실천율·건강생활실천율 개선",2021.06.17.,http://www.kmaeil.com/news/articleView.html?idxno=287491,코로나 생활지표
뉴스1,충북 소비심리 6개월 연속↑…'코로나 쇼크' 회복세,2021.06.24.,https://www.news1.kr/articles/?4350335,코로나 생활지표
매일경제,'퍼플 블렌드' 머금은 프리미엄 유산균…당신의 하루가 달라집니다,C5면 TOP,http://news.mk.co.kr/newsRead.php?no=928208&year=2021,코로나 생활지표
매일일보,[수출호조]'코로나19 팬데믹 수혜' 가전 실적은 건재하다,2021.06.21.,http://www.m-i.kr/news/articleView.html?idxno=839110,코로나 생활지표
퍼블릭뉴스,“코로나 끝나면 놀 친구 있을지 모르겠어요” 외로운 초등학생...어떻게?,2021.06.25.,http://psnews.co.kr/View.aspx?No=1832775,코로나 생활지표
가톨릭평화방송·평화신문,"[바티칸은지금] 교황 ""코로나19 바이러스보다 `무관심의 바이러스` 더 해로워...",2021.06.22.,http://www.cpbc.co.kr/CMS/news/view_body.php?cid=804457&path=202106,코로나 생활지표
헤럴드POP,"'아무튼 출근!' 광희, 역대급 난이도의 밥벌이에 괴로움 호소 ""나 어디서 리액...",2021-09-30,http://biz.heraldcorp.com/view.php?ud=202109291312266228339_1,코로나 생활지표
동아일보,“美 소비 지표 40년 만에 최대 전망”…보복 소비 효과,2021.06.10.,https://www.donga.com/news/article/all/20210610/107370259/1,코로나 생활지표
메디컬월드뉴스,6월 21일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.06.21.,http://medicalworldnews.co.kr/news/view.php?idx=1510942960,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 610명, 이틀째 600명대…백신 접종률 29.5%",2021.06.24.,http://www.topstarnews.net/news/articleView.html?idxno=14609403,코로나 생활지표
의학신문,"""코로나 위기극복 의료인들 역할이 컸다""",2021.06.24.,http://www.bosa.co.kr/news/articleView.html?idxno=2153501,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 610명, 이틀째 600명대... 양성률 2.12%",2021.06.24.,http://www.getnews.co.kr/news/articleView.html?idxno=536892,코로나 생활지표
뉴스퀘스트,"구광모 LG 대표, '고객 가치' 재강조...""매출·시장점유율 따라올 것""",2021-10-02,http://www.newsquest.co.kr/news/articleView.html?idxno=89201,코로나 생활지표
경남일보,[농업이야기] 코로나 블루 지친 심신 치유농업으로 힐링,2021.06.15.,http://www.gnnews.co.kr/news/articleView.html?idxno=476875,코로나 생활지표
가톨릭평화방송·평화신문,코로나19로 모든 신앙 지표 ‘반토막’,2021.04.14.,http://www.cpbc.co.kr/CMS/newspaper/view_body.php?cid=800294&path=202104,코로나 생활지표
머니S,"광주·전남, 소비자심리지수 6개월째↑…코로나19 쇼크 회복세",2021.06.24.,http://moneys.mt.co.kr/news/mwView.php?no=2021062414208076689,코로나 생활지표
르몽드,"창간 13주년 연중기획 (1) - K팝, 미국 편중에서 벗어나야 지속성 가져",2021-10-02,http://www.ilemonde.com/news/articleView.html?idxno=15037,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 645명, 13일만에 다시 600명대…해외유입 나흘째 40명대",2021.06.23.,http://www.topstarnews.net/news/articleView.html?idxno=14609172,코로나 생활지표
NSP통신,"김은주 경기도의원, 민주당 우수 조례 경진대회서 우수 조례 선정",2021-10-02,http://www.nspna.com/news/?mode=view&newsid=529373,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 395명, 이틀째 300명대... 양성률 1.16%",2021.06.22.,http://www.getnews.co.kr/news/articleView.html?idxno=536477,코로나 생활지표
브레이크뉴스,"양주시, 걷기실천율·건강생활실천율 개선",2021.06.18.,http://www.breaknews.com/814568,코로나 생활지표
KOTRA해외시장뉴스,코로나로 인해 필요성이 더 부각된 인도 스마트시티 미션,2021.06.17.,http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=189176,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...대전 보습학원서 강사·초등생 17명...,2021.06.16.,http://www.youthdaily.co.kr/news/article.html?no=74043,코로나 생활지표
e대한경제,"양주시, 2020년 지역사회 건강조사… 걷기실천율·건강생활실천율 개선",2021.06.17.,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202106171446498890485,코로나 생활지표
국민일보,[김영태의 지금 유럽은] 코로나 이후에도 재택근무?… 업무 방식 ‘뉴노멀’ ...,24면 TOP,http://news.kmib.co.kr/article/view.asp?arcid=0924196973&code=11141500&cp=nv,코로나 생활지표
메디컬월드뉴스,6월 15일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.06.15.,http://medicalworldnews.co.kr/news/view.php?idx=1510942827,코로나 생활지표
중부일보,"김영진 ""코로나 우울…일상생활 속에서 숲의 치유 혜택을 누릴수 있기를""",2021.05.17.,http://www.joongboo.com/news/articleView.html?idxno=363486416,코로나 생활지표
위클리오늘,"양주시, 2020년 지역사회 건강조사…걷기실천율·건강생활실천율 개선",2021.06.17.,http://www.weeklytoday.com/news/articleView.html?idxno=376643,코로나 생활지표
국민일보,[김영태의 지금 유럽은] 코로나 이후에도 재택근무?… 업무 방식 ‘뉴노멀’ ...,24면 TOP,http://news.kmib.co.kr/article/view.asp?arcid=0924196973&code=11141500&cp=nv,코로나 생활지표
메디컬월드뉴스,6월 15일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.06.15.,http://medicalworldnews.co.kr/news/view.php?idx=1510942827,코로나 생활지표
중부일보,"김영진 ""코로나 우울…일상생활 속에서 숲의 치유 혜택을 누릴수 있기를""",2021.05.17.,http://www.joongboo.com/news/articleView.html?idxno=363486416,코로나 생활지표
중앙일보,가스·버스·철도 요금도 들썩…물가 9년 만에 최고로 뛴다,E1면 1단,https://www.joongang.co.kr/article/25009819,코로나 생활지표
메디컬월드뉴스,6월 17일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.06.17.,http://medicalworldnews.co.kr/news/view.php?idx=1510942886,코로나 생활지표
조선비즈,[김지수의 인터스텔라]“선악 식별하려던 인간 노력은 다 실패” 지구 변호사...,2021.09.25.,https://biz.chosun.com/notice/interstellar/2021/09/25/WNZRAT3765G4ZMRYK7BA4OSCVM/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 429명, 이틀째 400명대…누적 사망자 2천명 넘어",2021.06.20.,http://www.topstarnews.net/news/articleView.html?idxno=14608479,코로나 생활지표
이데일리,[최정희의 이게머니]코로나 전보다 외출 더 늘었다…거리두기 풀리면 소비폭발,2021.06.20.,http://www.edaily.co.kr/news/newspath.asp?newsid=01148006629083688,코로나 생활지표
브릿지경제,[정책탐구생활] 가계부채가 재정·통화·금융수장 한 자리에 모았다,2021-10-03,http://www.viva100.com/main/view.php?key=20211002010000259,코로나 생활지표
이데일리,[최정희의 이게머니]코로나 전보다 외출 더 늘었다…거리두기 풀리면 소비폭발,2021.06.20.,http://www.edaily.co.kr/news/newspath.asp?newsid=01148006629083688,코로나 생활지표
브릿지경제,[정책탐구생활] 가계부채가 재정·통화·금융수장 한 자리에 모았다,2021-10-03,http://www.viva100.com/main/view.php?key=20211002010000259,코로나 생활지표
메디파나뉴스,코로나로 등교 중지…아동·청소년 비만 지표 악화,2021.04.12.,http://medipana.com/news/news_viewer.asp?NewsNum=274892&MainKind=A&NewsKind=5&vCount=12&vKind=1,코로나 생활지표
인벤,"[NDC2021] 코로나 19, 게임 이용에 미친 영향은?",2021.06.10.,http://www.inven.co.kr/webzine/news/?news=257245,코로나 생활지표
조선비즈,IT부터 게임·바이오까지...코로나 수혜주 당분간 쉬어간다,2021.06.15.,https://biz.chosun.com/stock/analysis-prospect/2021/06/14/UI6ODZBJTNHZXCWZX5UZ4VFPQE/?utm_source=naver&utm_medium=original&utm_campaign=biz,코로나 생활지표
퍼블릭뉴스,4차 대유행에도 소비자심리지수 3개월 만에 반등,2021.09.28.,http://www.psnews.co.kr/news/articleView.html?idxno=2001463,코로나 생활지표
아시아에이,"[시너지 컨설케이션] 홈 피트니트, 위드코로나 가장 빠르게 변화한 홈피트니스...",2021.09.18.,http://www.asiaa.co.kr/news/articleView.html?idxno=58724,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 507명, 사흘 연속 500명대... 양성률 1.40%",2021.06.18.,http://www.getnews.co.kr/news/articleView.html?idxno=535942,코로나 생활지표
메디컬월드뉴스,6월 14일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.06.14.,http://medicalworldnews.co.kr/news/view.php?idx=1510942812,코로나 생활지표
의학신문,코로나19에 아동·청소년 비만 지표 악화,2021.04.13.,http://www.bosa.co.kr/news/articleView.html?idxno=2148415,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 507명, 사흘 연속 500명대... 양성률 1.40%",2021.06.18.,http://www.getnews.co.kr/news/articleView.html?idxno=535942,코로나 생활지표
메디컬월드뉴스,6월 14일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.06.14.,http://medicalworldnews.co.kr/news/view.php?idx=1510942812,코로나 생활지표
의학신문,코로나19에 아동·청소년 비만 지표 악화,2021.04.13.,http://www.bosa.co.kr/news/articleView.html?idxno=2148415,코로나 생활지표
기호일보,무뎌진 코로나…소비심리 3개월 만에 반등,2021.09.28.,http://www.kihoilbo.co.kr/news/articleView.html?idxno=947481,코로나 생활지표
한스경제,"코로나19 등교 중지, 아동·청소년 '확찐자' 급증…비만지표 악화",2021.04.12.,http://www.sporbiz.co.kr/news/articleView.html?idxno=519634,코로나 생활지표
아시아경제,종로구 북촌한옥마을 등 특별관리지역 진단지표 개발한 까닭?,2021.05.20.,https://view.asiae.co.kr/article/2021052014185570789,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 540명, 이틀 연속 500명대…양성률 1.90%",2021.06.17.,http://www.getnews.co.kr/news/articleView.html?idxno=535724,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...서울 송파구 직장 집단감염 누적 17...,2021.06.17.,http://www.youthdaily.co.kr/news/article.html?no=74244,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...'인도변이 집단감염' 경찰관 동선 숨...,2021.06.14.,https://www.youthdaily.co.kr/news/article.html?no=73840,코로나 생활지표
UPI뉴스,소비심리 석달 만에 반등…백신접종·학습효과 영향,2021.09.28.,http://www.upinews.kr/newsView/upi202109280022,코로나 생활지표
데일리메디,"""코로나19 등교 중지 후 아동·청소년 비만 지표 악화""",2021.04.12.,http://www.dailymedi.com/detail.php?number=868317&thread=22r03,코로나 생활지표
아시아경제,종로구 북촌한옥마을 등 특별관리지역 진단지표 개발한 까닭?,2021.05.20.,https://view.asiae.co.kr/article/2021052014185570789,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 540명, 이틀 연속 500명대…양성률 1.90%",2021.06.17.,http://www.getnews.co.kr/news/articleView.html?idxno=535724,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...서울 송파구 직장 집단감염 누적 17...,2021.06.17.,http://www.youthdaily.co.kr/news/article.html?no=74244,코로나 생활지표
청년일보,[코로나19 극복]전국 확진자 발생 현황...'인도변이 집단감염' 경찰관 동선 숨...,2021.06.14.,https://www.youthdaily.co.kr/news/article.html?no=73840,코로나 생활지표
UPI뉴스,소비심리 석달 만에 반등…백신접종·학습효과 영향,2021.09.28.,http://www.upinews.kr/newsView/upi202109280022,코로나 생활지표
EBN,소비심리 3년래 최고치…백신 접종·고용지표 개선 등,2021.05.25.,https://www.ebn.co.kr/news/view/1484734/?sc=Naver,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 545명, 나흘만에 다시 500명대... 양성률 1...",2021.06.16.,http://www.getnews.co.kr/news/articleView.html?idxno=535502,코로나 생활지표
문화저널21,최저임금 협상 시작부터 난항…코로나19에 복잡해진 셈법,2021.06.16.,http://www.mhj21.com/143741,코로나 생활지표
경북신문,제약기업 먹는 코로나19 치료제 개발…연내 공급 목표,2021.06.16.,http://www.kbsm.net/default/index_view_page.php?idx=314726&part_idx=337,코로나 생활지표
EBN,소비심리 3년래 최고치…백신 접종·고용지표 개선 등,2021.05.25.,https://www.ebn.co.kr/news/view/1484734/?sc=Naver,코로나 생활지표
세계일보,코로나19로 아동·청소년 비만 지표 일제히 악화했다,2021.04.12.,http://www.segye.com/content/html/2021/04/12/20210412505883.html?OutUrl=naver,코로나 생활지표
글로벌경제,"[코로나19 발생현황] 신규 확진자 545명, 나흘만에 다시 500명대... 양성률 1...",2021.06.16.,http://www.getnews.co.kr/news/articleView.html?idxno=535502,코로나 생활지표
문화저널21,최저임금 협상 시작부터 난항…코로나19에 복잡해진 셈법,2021.06.16.,http://www.mhj21.com/143741,코로나 생활지표
경북신문,제약기업 먹는 코로나19 치료제 개발…연내 공급 목표,2021.06.16.,http://www.kbsm.net/default/index_view_page.php?idx=314726&part_idx=337,코로나 생활지표
신아일보,"종로구, 관광객 특별관리지역 진단지표 개발 완료",2021.05.20.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1413273,코로나 생활지표
KBS,"[코로나19 국제뉴스] 이스라엘, 마지막 방역 조치 ‘실내 마스크 착용 의무’...",2021.06.16.,https://news.kbs.co.kr/news/view.do?ncd=5210527&ref=A,코로나 생활지표
헤럴드경제,일자리 가뭄에 생활물가까지 급등…‘경제고통지수’ 10년 만에 최고,8면 1단,http://news.heraldcorp.com/view.php?ud=20210610000635,코로나 생활지표
뉴시스,'타미플루'처럼 먹는 코로나藥…연내 목표로 개발 박차,2021.06.15.,http://www.newsis.com/view/?id=NISX20210615_0001476961&cID=10434&pID=13100,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 374명, 휴일영향에 이틀연속 300명대…84일만에 최소",2021.06.15.,http://www.topstarnews.net/news/articleView.html?idxno=14607469,코로나 생활지표
헤럴드경제,일자리 가뭄에 생활물가까지 급등…‘경제고통지수’ 10년 만에 최고,8면 1단,http://news.heraldcorp.com/view.php?ud=20210610000635,코로나 생활지표
아시아투데이,코로나19 등교 중지…아동·청소년 비만 지표 악화 '확찐자' 사실로,2021.04.12.,https://www.asiatoday.co.kr/view.php?key=20210412010006571,코로나 생활지표
뉴시스,'타미플루'처럼 먹는 코로나藥…연내 목표로 개발 박차,2021.06.15.,http://www.newsis.com/view/?id=NISX20210615_0001476961&cID=10434&pID=13100,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 374명, 휴일영향에 이틀연속 300명대…84일만에 최소",2021.06.15.,http://www.topstarnews.net/news/articleView.html?idxno=14607469,코로나 생활지표
의약뉴스,"분당서울대병원 정우진 교수, 위치 지표로 이한선 종양 악성도 평가 外",2021.05.11.,http://www.newsmp.com/news/articleView.html?idxno=214676,코로나 생활지표
톱스타뉴스,"코로나19 신규확진자 399명, 3월말 이후 77일만에 400명 아래…휴일 영향",2021.06.14.,http://www.topstarnews.net/news/articleView.html?idxno=14574622,코로나 생활지표
KOTRA해외시장뉴스,코로나 3차 웨이브를 겪고 있는 스리랑카 경제동향,2021.06.14.,http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=189009,코로나 생활지표
노컷뉴스,1분기 경제성장률 1.7%…코로나 이전 경제규모 회복(종합),2021.06.09.,https://www.nocutnews.co.kr/news/5567542,코로나 생활지표
강원도민일보,"[정선]""정선아리랑 공연 소리 위주에서 스토리 싱잉으로 널리 알려야""",2021-10-03,http://www.kado.net/news/articleView.html?idxno=1093470,코로나 생활지표
한스경제,1인당 국민총소득 2년째 감소...코로나·환율상승 영향,2021.06.09.,http://www.sporbiz.co.kr/news/articleView.html?idxno=526373,코로나 생활지표
KOTRA해외시장뉴스,코로나 3차 웨이브를 겪고 있는 스리랑카 경제동향,2021.06.14.,http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=189009,코로나 생활지표
노컷뉴스,1분기 경제성장률 1.7%…코로나 이전 경제규모 회복(종합),2021.06.09.,https://www.nocutnews.co.kr/news/5567542,코로나 생활지표
강원도민일보,"[정선]""정선아리랑 공연 소리 위주에서 스토리 싱잉으로 널리 알려야""",2021-10-03,http://www.kado.net/news/articleView.html?idxno=1093470,코로나 생활지표
한스경제,1인당 국민총소득 2년째 감소...코로나·환율상승 영향,2021.06.09.,http://www.sporbiz.co.kr/news/articleView.html?idxno=526373,코로나 생활지표
서울신문,"김은주 경기도의원, ‘민주당 경기도당 우수조례 경진대회’ 우수조례 수상",2021-10-02,https://www.seoul.co.kr/news/newsView.php?id=20211001500112&wlog_tag3=naver,코로나 생활지표
